id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,lyrics
647,Outta My Head (with John Mayer),Khalid,latin,neutral,0.545,103.01,0.514,0.729,0.017,75,"I'm here outside when you're ready (When you're ready for me) Bring out the shots and confetti (All night long) I'll take you home if you let me, yeah (Oh yeah) Just promise you won't forget me, no 'Cause the days get brighter when you're here So I gotta keep you near Goin' crazy and I just can't get you outta my head Love is in the atmosphere, you can feel it in the air Gettin' hazy and I just can't get you outta my head Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My) Ooh-woah, ooh-woah Ooh-woah, oo"
648,Gucci Gang,Lil Pump,rap,happy,0.523,119.89,0.699,0.936,0.239,74,"Yuh, ooh, brr, brr Gucci gang, ooh(That's it right there, Gnealz) Yuh, Lil Pump, yuh Gucci gang, ooh(Ooh, Bi-Bighead on the beat) Yuh, brr Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang) Gucci gang, Gucci gang, Gucci gang (Gucci gang) Spend three racks on a new chain (Yuh) My bitch love do cocaine, ooh (Ooh) I fuck a bitch, I forgot her name (Brr, yuh) I can't buy a bitch no wedding ring (Ooh) Rather go and buy Balmains (Brr) Gucci gang, Gucci gang, Gucci gang (Gucci gang) Gucci gang"
649,Marvins Room,Drake,r&b,sad,0.26,111.52,0.312,0.492,0.646,74,"Hello? Yeah, I just walked in Yeah, I'm good… You still working? Tonight… Right now? Did I go out? Yeah, I went out, I went… I went to a couple of clubs I never went to bed, shit… Wine or water You said something about a cold drink? I don't know, I'm delirious… Cups of the rosé Bitches in my old phone I should call one and go home I've been in this club too long The woman that I would try Is happy with a good guy But I've been drinkin' so much That I'ma call her anyway, and say… Fuck that nigga "
650,Dark Necessities,Red Hot Chili Peppers,rock,sad,0.742,91.96,0.197,0.7,0.072,74,"Comin' on to the light of day, we got Many moons that are deep at play so IKeep an eye on the shadow smile to see what it has to say You and I both know, everything must go away Ah, what do you say? Spinnin' knot that is on my heart is like a Bit of light in a touch of dark, you got Sneak attack from the zodiac but I see your fire spark Eat the breeze and go, blow by blow and go away Oh, what do you say? Yeah You don't know my mind, you don't know my kind Dark necessities are part of my design a"
651,Father Stretch My Hands Pt. 1,Kanye West,r&b,neutral,0.573,113.09,0.438,0.724,0.118,74,"You're the only power (Power) You're the only power that can You're the only power (Power) You're the only power that can Ohh, ohh, ohh, father...If young Metro don't trust you I'm gon' shoot you Beautiful mornin', you're the sun in my mornin', babe Who can I turn to? Nothin' unwanted After all, who can I turn to? Beautiful mornin', you're the sun in my mornin', babe If I don't turn to you Nothin' unwanted No other help I know, I stretch my hands I just wanna feel liberated, I-I, na-na-na Who ca"
652,Painkiller,Ruel,latin,neutral,0.414,128.93,0.439,0.675,0.105,74,"You're my painkiller When my brain gets bitter You keep me close You keep me close I got front row seats for the parkside livin' Feel like the one, but I'm one in a billion Teenage cynical, and I don't really know What's the point of livin' if my heart gets broken? Drivin' on the road, waiting for head-on collision Springtime funeral I miss you, but I'd rather be alone To keep me from Heartbreaks, headaches The doctor says I'm diagnosed with Shit days, mistakes But I'll be fine But I'll be fine "
653,Stan,Eminem,rap,neutral,0.768,80.06,0.507,0.78,0.037,74,"NA My tea's gone cold I'm wondering why I got out of bed at all The morning rain clouds up my window And I can't see at all And even if I could it'd all be gray But your picture on my wall It reminds me that it's not so bad, it's not so bad My tea's gone cold I'm wondering why I got out of bed at all The morning rain clouds up my window And I can't see at all And even if I could it'd all be gray But your picture on my wall It reminds me that it's not so bad, it's not so bad Dear Slim, I wrote yo"
654,Jolene,Dolly Parton,r&b,happy,0.537,110.58,0.809,0.674,0.566,74,"NA Jolene, Jolene, Jolene, Jolene I'm begging of you please don't take my man Jolene, Jolene, Jolene, Jolene Please don't take him just because you can Your beauty is beyond compare With flaming locks of auburn hair With ivory skin and eyes of emerald green Your smile is like a breath of spring Your voice is soft like summer rain And I cannot compete with you, Jolene He talks about you in his sleep There's nothing I can do to keep From crying when he calls your name, Jolene And I can easily unde"
655,X (feat. Future),21 Savage,rap,sad,0.413,149.0,0.111,0.835,0.373,74,"Ten bad bitches in a mansion Wrist on Milly Rock, them diamonds on me dancin' When you workin' hard, then your money start expandin'I got model bitches wanna lick me like some candy And them drugs come in handy Last name Savage, bitch, but no, I'm not RandyHit her with no condom, had to make her eat a Plan BAnd I'm sippin' on that codeine, not Brandy (21) Hah (Hah) I'm just stuntin' on my ex-bitch (Hah) Huh (Hol' up) I'm just flexin' on my ex-bitch (Hah) Hol' up, I'm just stuntin' on my ex-bitch"
656,WINTER FLOWER(Feat.RM),Younha,latin,sad,0.7929999999999999,95.84,0.262,0.575,0.134,74,"NA (Hold on, hold on, hold on, hold on) 시린 겨울바람 깊은 발자국 아래 홀로 피어나 내가 태어나고 널 만난 이유를 찾아서 헤매어 하얗게 번지는 한숨은 얼어붙은 눈물 버려진 꿈들은 다른 상처를 낳고 이 계절의 끝이 어딜까 영원이 있다면 Hold on, hold on, hold on I will take it away before you stumble (Hold on, hold on) I will stay by your side until you survive (Hold on, hold on) 피어나 주기를 난 왜 널 만난 걸까 하필 바로 지금 여기 이 겨울날 눈 감으면 봄은 아득하고 여긴 찬 숨만 가득한데 모진 겨울 네가 흘렸던 피 에서 빨갛게 나는 태어났지 설중매, 동백, 수선화 그래 날 뭐라고 불러도 좋아 They say life is full of paradox All you gotta do is get used to this marathon 세상"
657,Killing Me Softly With His Song,Fugees,r&b,neutral,0.29,92.41,0.506,0.765,0.028,74,"Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly with his song (Ah!) Yooo! (Yeah! Yeah!) This is Wyclef, Refugee Camp (L-Boogie up in here) Pra'zrel, (Pra'zrel up in here! Ha! Ha!) Lil' Base sits up there on the base (Refugees up in here) While I'm on this... I got my girl L (Ah, ah) One time (One time), one time, (One time) Ayo, L, you know you got the lyrics I"
658,Boasty (feat. Idris Elba),Wiley,latin,neutral,0.765,102.96,0.456,0.887,0.009,74,"Used to stand up on the block Now I'm always on my own Look around, all of us are always on the phone Buy a house cash, I ain't tryna get a loan All the chains and watches I leave them alone Still got the drip though, I be drippin' those All the fresh drips I be poppin' up in those Bought so many cars, I ain't got enough toes When they saw the black and yellow on my whip, bruddaz froze like Boasty, boasty, Godfather, man a OG Man a half humble, man are boasty Fling a ragga riddim like it's '03 B"
659,Aerials,System Of A Down,rock,sad,0.922,79.34,0.227,0.364,0.001,74,"Life is a waterfall We're one in the river and one again after the fall Swimming through the void, we hear the word We lose ourselves, but we find it all 'Cause we are the ones that want to play Always wanna go but you never wanna stay And we are the ones that want to choose Always wanna play but you never wanna lose Aerials in the sky When you lose small mind, you free your life Life is a waterfall We drink from the river then we turn around and put up our walls Swimming through the void, we he"
660,"Fuego (with Sean Paul & Anitta, feat. Tainy)",DJ Snake,latin,happy,0.8590000000000001,104.91,0.612,0.819,0.024,74,Don't make me crazy Your  bed won't take it Don't  start that fuego I can't fight my DNA Loca (Ahh) Alright  then Just  one touch weh mi gi di likkle miss And she start fi go loopy Mi  tell her me loving Don't miss on the ride back home Taking her home Like she feel man a joke She  fall inna love wid di way how I do it And I must love the way how she just can't leave me alone Crazy because she a pick up the phone She nuh stop call Simone And a tell her she moan and groan in the zone Think me a c
661,False Confidence,Noah Kahan,r&b,sad,0.6629999999999999,108.98,0.33,0.414,0.163,74,"Don't take yourself so seriously Look at you all dressed up for someone you never see You're here for a reason but you don't know why You're split and uneven, your hands to the sky Surrender yourself And I wonder why I tear myself down to be built back up again Oh, I hope somehow, I'll wake up young again All that's left of myself, holes in my false confidence And now I lay myself down and hope I wake up young again Hope I wake up young again Don't let those demons in again I fill the void up wi"
662,Are You Gonna Be My Girl,Jet,rock,neutral,0.953,105.05,0.537,0.613,0.001,74,"Let go So 1, 2, 3, take my hand and come with me Because you look so fine And I really wanna make you mine I say you look so fine That I really wanna make you mine Oh 4, 5, 6, come on and get your kicks Now you don't need that money When you look like that, do you honey Big black boots Long brown hair She's so sweet With her get back stare Well I could see, you home with me But you were with another man, yeah I know we ain't got much to say Before I let you get away, yeah I said, are you gonna b"
663,PRBLMS,6LACK,r&b,sad,0.58,68.58,0.139,0.417,0.031,74,"Yeah, yeah Yeah, yeah Yeah, yeah Alright And she said... “You a goddamn lie” I ain't mean to say that shit, girl, I was goddamn high So we left the crib now we in the goddamn ride She lookin' goddamn fine I wanted a bitch who was down to Earth But she want the goddamn sky, uh List of my problems Got this one on my line that won't stop fucking callin' It's crazy I made her that way Every time I see her out, I see the hate in her face Like why you do that? Tell her you love her when next week you "
664,Perfect (feat. Haris),Lucas & Steve,latin,neutral,0.657,118.03,0.532,0.751,0.096,74,"Always running on the move Ain't a thing we couldn't do Oooooh, oooh Sippin' liquor after school Paper bags to hide the booze Oooooh We'll make it I swear 'Cause we're halfway there So let me take it, take it all the way With my heart on my sleeve In all honesty There's something that I gotta gotta say Maybe I don't deserve it But I'll give you all I got and I'll make it worth it Rely on me and baby you won't be nervous 'Cause if we give it a shot then we could be perfect Making sure nobody knew"
